Close
1.12917
1.13668
1.13942
1.13229
1.13229
1.13229
1.13559
1.13443
1.13447
1.13788
1.13826
1.13826
1.13826
1.13584
1.13176
1.13689
1.13622
1.13073
1.13073
1.13073
1.13479
1.13619
1.13788
1.14468
1.13718
1.13718
1.13718
1.14131
1.14042
1.13541
1.14311
1.1445
1.1445
1.1445
1.14688
1.14711
1.13456
1.13944
1.13975
1.13975
1.13975
1.14749
1.14422
1.1543
1.15008
1.14729
1.14729
1.14729
1.14693
1.14141
1.13926
1.13893
1.13643
1.13643
1.13643
1.13661
1.13606
1.13812
1.13064
1.14089
1.14089
1.14089
1.14292
1.14347
1.14797
1.14478
1.14578
1.14578
1.14578
1.14392
1.14061
1.13627
1.13393
1.13231
1.13231
1.13231
1.12763
1.13259
1.12611
1.12956
1.12935
1.12935
1.12935
1.13128
1.13405
1.13383
1.13384
1.13377
1.13377
1.13377
1.13581
1.13896
1.13696
1.13712
1.13668
1.13668
1.13668
1.13404
1.13079
1.13078
1.11946
1.12344
1.12344
1.12344
1.12458
1.12892
1.13283
1.13047
1.13265
1.13265
1.13265
1.13391
1.13525
1.14138
1.13756
1.13022
1.13022
1.13022
1.1314
1.12662
1.1244
1.12237
1.12186
1.12186
1.12186
1.12131
1.12048
1.12333
1.12216
1.12175
1.12175
1.12175
1.12637
1.12639
1.12738
1.12553
1.13006
1.13006
1.13006
1.13042
1.12814
1.12969
1.12346
1.1249
1.1249
1.1249
1.12578
1.1228
1.11548
1.11337
1.11513
1.11513
1.11513
1.11869
1.12157
1.11964
1.11728
1.12042
1.12042
1.12042
1.11999
1.11921
1.11921
1.12163
1.12358
1.12358
1.12358
1.12221
1.12045
1.12015
1.11753
1.11582
1.11582
1.11582
1.11669
1.11614
1.11508
1.11821
1.12065
1.12065
1.12065
1.11928
1.11607
1.11316
1.11297
1.11697
1.11697
1.11697
1.12419
1.12518
1.12216
1.12761
1.13341
1.13341
1.13341
1.13124
1.13265
1.12879
1.12767
1.12126
1.12126
1.12126
1.1219
1.11942
1.12266
1.12929
1.13695
1.13695
1.13695
1.13985
1.13677
1.13706
1.13693
1.1376
1.1376
1.1376
1.12858
1.12851
1.12782
1.12852
1.12274
1.12274
1.12274
1.12146
1.12081
1.12516
1.1255
1.12708
1.12708
1.12708
1.1258
1.12111
1.12249
1.12776
1.12226
1.12226
1.12226
1.12098
1.11527
1.11405
1.11485
1.11308
1.11308
1.11308
1.11454
1.11559
1.10761
1.10855
1.11083
1.11083
1.11083
1.12034
1.11998
1.12001
1.1181
1.12032
1.12032
1.12032
1.1214
1.11717
1.11396
1.11076
1.10911
1.10911
1.10911
1.10788
1.11007
1.10848
1.10802
1.1145
1.1145
1.1145
1.11042
1.10912
1.10778
1.1057
1.09936
1.09936
1.09936
1.09723
1.09757
1.10359
1.1035
1.10324
1.10324
1.10324
1.10492
1.10437
1.10105
1.1065
1.1077
1.1077
1.1077
1.10033
1.10738
1.10301
1.10416
1.10212
1.10212
1.10212
1.09935
1.10203
1.0944
1.09227
1.09439
1.09439
1.09439
1.09008
1.09331
1.09594
1.09659
1.09815
1.09815
1.09815
1.09717
1.09582
1.0972
1.10057
1.104
1.104
1.104
1.10281
1.10338
1.1072
1.11254
1.11723
1.11723
1.11723
1.11503
1.11259
1.1131
1.11048
1.10813
1.10813
1.10813
1.11003
1.11125
1.11513
1.11531
1.11675
1.11675
1.11675
1.11294
1.10746
1.10661
1.10501
1.10213
1.10213
1.10213
1.10338
1.10096
1.10076
1.10247
1.10541
1.10541
1.10541
1.10732
1.1079
1.10725
1.10593
1.10245
1.10245
1.10245
1.10152
1.10214
1.09997
