EXPORT_SELLS
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000







SELL






































SELL























SELL






















SELL






















SELL


























SELL























SELL






















SELL













































SELL

































SELL


























SELL


























SELL
















SELL




