west_midlands
696.668274
665.355835
536.536621
704.494446
812.395142
740.347351
723.426514
804.616028
582.217285
746.855530
1151.701782
664.021729
688.543457
931.684875
905.863037
903.968994
894.954102
836.848877
871.110718
745.182495
1009.381836
790.876221
646.968994
748.819458
877.056396
545.063416
711.025696
713.785950
596.391663
825.692566
620.790100
581.523071
733.066040
645.909424
620.847168
715.284119
598.224670
685.146362
814.546814
655.806885
663.082397
943.425415
611.982178
608.405457
697.981689
758.783386
687.980652
726.008667
860.569885
593.008484
933.203186
762.049438
765.408447
825.669678
749.833435
713.843445
723.692627
743.005981
820.854431
488.385101
759.809998
799.089539
917.946716
747.841492
714.766602
883.033447
781.829468
741.922119
920.897400
870.056519
799.299194
583.601929
627.781921
792.449341
819.508850
759.336792
677.596130
820.702698
796.474182
756.579834
644.636536
666.907288
699.754517
690.965027
866.582886
663.332703
812.533081
628.962341
767.842834
883.148499
715.041931
620.104065
887.630615
678.215942
678.540894
742.831116
914.494751
690.997437
1025.225586
678.766602
653.467590
640.711243
548.028564
833.544373
874.659790
789.408569
813.765442
782.765930
774.090820
707.630188
754.821655
616.849304
743.638367
553.666748
678.524109
790.658386
700.395264
775.765198
807.271179
802.908142
781.763672
720.365784
740.405945
729.319702
784.416687
733.606689
732.494507
706.511108
653.272583
631.386902
832.214478
775.083862
803.546753
661.673218
597.218994
713.035278
841.270081
915.718689
983.178162
765.208252
845.377869
580.492615
791.519714
678.437988
734.628418
917.438782
894.839844
747.144043
608.449829
515.546753
1014.313599
761.190063
905.633301
706.846436
753.465576
683.213745
703.080017
943.680359
864.779297
